State_x,County,State,Population,Household Income,Poverty Rate,Unemployment Rate
18,Jennings County, Indiana,28023,47236,15.04835314,3.315133997
18,Johnson County, Indiana,147567,63023,9.130090061,2.838032894
18,Knox County, Indiana,37956,44624,13.12045526,2.716303088
18,Kosciusko County, Indiana,78461,54482,10.73526975,2.69050866
18,LaGrange County, Indiana,38395,53947,12.3141034,1.781481964
18,Lake County, Indiana,489698,50905,17.33823704,4.649804573
18,LaPorte County, Indiana,110993,48165,15.87577595,4.106565279
18,Lawrence County, Indiana,45696,46044,12.62911415,2.691701681
18,Madison County, Indiana,129862,44795,15.87685389,3.636937672
18,Marion County, Indiana,932142,43369,20.12418709,4.728356838
18,Marshall County, Indiana,46833,49725,11.4257041,3.734546153
18,Martin County, Indiana,10218,47457,12.01800744,2.661969074
18,Miami County, Indiana,36093,45646,15.00567977,4.014628875
18,Monroe County, Indiana,143292,43389,22.36272786,3.513106105
18,Montgomery County, Indiana,38108,50253,12.16280046,2.744830482
18,Morgan County, Indiana,69504,57521,12.29713398,3.25448895
18,Newton County, Indiana,14022,50058,13.07231493,3.494508629
18,Noble County, Indiana,47587,49657,11.17952382,3.486246244
18,Ohio County, Indiana,6003,54653,6.613359987,3.048475762
18,Orange County, Indiana,19579,41438,16.10909648,2.507788958
18,Owen County, Indiana,21038,45388,14.6116551,3.27027284
18,Parke County, Indiana,17033,42664,13.57365115,3.00005871
18,Perry County, Indiana,19301,47396,13.26874255,1.844464017
18,Pike County, Indiana,12554,48076,9.909192289,1.911741278
18,Porter County, Indiana,167016,64874,10.51396273,3.15418882
18,Posey County, Indiana,25527,59918,9.601598308,2.311278254
18,Pulaski County, Indiana,12910,44884,13.24554609,3.423702556
18,Putnam County, Indiana,37626,52465,8.765215542,2.926168075
18,Randolph County, Indiana,25403,42418,17.00192891,3.050820769
18,Ripley County, Indiana,28633,52372,9.89767052,3.279432822
18,Rush County, Indiana,16873,46380,17.66727908,2.720322409
18,St. Joseph County, Indiana,267696,46174,16.4089116,3.772189349
18,Scott County, Indiana,23734,46368,13.76506278,3.160023595
18,Shelby County, Indiana,44404,52651,12.26466084,4.019908116
18,Spencer County, Indiana,20777,54870,9.688597969,2.92631275
18,Starke County, Indiana,23069,43401,15.58801855,4.313147514
18,Steuben County, Indiana,34279,50418,9.939029727,3.048513667
18,Sullivan County, Indiana,21026,43786,15.52839342,2.37800818
18,Switzerland County, Indiana,10484,43456,21.18466234,3.119038535
18,Tippecanoe County, Indiana,183397,47406,19.90926787,3.185439238
18,Tipton County, Indiana,15447,54023,8.597138603,2.595973328
18,Union County, Indiana,7251,45104,9.391808026,2.634119432
18,Vanderburgh County, Indiana,181692,43311,16.35184818,2.912070977
18,Vermillion County, Indiana,15752,44409,13.18562722,2.736160488
18,Vigo County, Indiana,108099,41221,18.55058789,3.889952729
18,Wabash County, Indiana,32177,47473,11.93088231,2.912017901
18,Warren County, Indiana,8309,58623,7.690456132,2.563485377
18,Warrick County, Indiana,61427,61542,9.372100217,2.310059095
18,Washington County, Indiana,27792,44883,14.75244675,4.058721934
18,Wayne County, Indiana,67423,39691,19.13738635,3.347522359
18,Wells County, Indiana,27836,51568,12.28984049,1.914786607
18,White County, Indiana,24265,51547,9.791881311,2.686997733
18,Whitley County, Indiana,33354,54837,8.622653955,2.44648318
19,Adair County, Iowa,7330,48765,9.372442019,1.473396999
19,Adams County, Iowa,3822,48598,9.628466771,1.622187336
19,Allamakee County, Iowa,14001,48089,9.913577602,2.449825012
19,Appanoose County, Iowa,12602,40817,15.85462625,3.142358356
19,Audubon County, Iowa,5793,47048,11.23770067,1.450025893
19,Benton County, Iowa,25720,61222,9.035769829,2.037325039
19,Black Hawk County, Iowa,132821,50348,14.76046709,3.416628395
19,Boone County, Iowa,26411,54513,10.06777479,2.328575215
19,Bremer County, Iowa,24663,64264,6.799659409,1.747557069
19,Buchanan County, Iowa,21031,55881,9.058057154,1.935238458
19,Buena Vista County, Iowa,20445,49942,12.59476645,2.474932746
19,Butler County, Iowa,14933,52204,8.631889105,1.640661622
19,Calhoun County, Iowa,9876,44635,13.81125962,1.27582017
19,Carroll County, Iowa,20555,53785,9.238628071,1.391388956
19,Cass County, Iowa,13433,45469,14.77704161,1.682423881
19,Cedar County, Iowa,18389,60435,6.318995051,1.859807494
19,Cerro Gordo County, Iowa,43303,47788,12.52107244,2.210008544
19,Cherokee County, Iowa,11752,51590,11.24063989,1.684819605
19,Chickasaw County, Iowa,12164,48013,8.821111476,1.644195988
19,Clarke County, Iowa,9273,46510,15.67993098,2.426399224
19,Clay County, Iowa,16478,48888,11.57300643,1.729578832
19,Clayton County, Iowa,17735,48482,10.38060333,2.097547223
19,Clinton County, Iowa,47972,50067,13.3515384,2.282581506
19,Crawford County, Iowa,17147,49699,21.46731207,2.915961976
19,Dallas County, Iowa,78074,78918,5.666419038,1.205266798
19,Davis County, Iowa,8768,49696,18.44206204,1.859032847
19,Decatur County, Iowa,8210,38467,18.90377588,2.764920828
19,Delaware County, Iowa,17445,59452,9.429635999,1.880194898
19,Des Moines County, Iowa,40114,44516,16.38829336,2.874308222
19,Dickinson County, Iowa,17046,57914,6.764050217,1.847940866
19,Dubuque County, Iowa,96359,56154,12.05491962,2.170010067
19,Emmet County, Iowa,9820,45536,12.45417515,2.780040733
19,Fayette County, Iowa,20391,47711,12.657545,2.216664215
19,Floyd County, Iowa,16004,46406,13.86528368,1.812046988
19,Franklin County, Iowa,10393,47524,14.51938805,2.684499182
19,Fremont County, Iowa,7019,52922,10.15814219,1.937597948
19,Greene County, Iowa,9083,47264,10.45909942,3.03864362
19,Grundy County, Iowa,12373,61606,5.835286511,1.96395377
19,Guthrie County, Iowa,10691,52702,10.43868675,1.702366476
19,Hamilton County, Iowa,15227,53970,10.58645826,1.523609378
19,Hancock County, Iowa,11006,54813,9.322187898,0.917681265
19,Hardin County, Iowa,17324,51821,7.665666128,1.731701686
19,Harrison County, Iowa,14335,55845,10.28252529,1.47192187
19,Henry County, Iowa,19941,49606,12.57710245,2.306805075
19,Howard County, Iowa,9430,49199,11.27253446,1.855779427
19,Humboldt County, Iowa,9607,47478,13.38607266,1.925679192
19,Ida County, Iowa,7041,49957,10.79392132,1.903138759
19,Iowa County, Iowa,16326,55099,9.647188534,0.980031851
19,Jackson County, Iowa,19529,49115,13.58492498,2.447641968
19,Jasper County, Iowa,36715,55503,8.789323165,2.470379954
19,Jefferson County, Iowa,17662,45257,14.17732986,3.215943834
19,Johnson County, Iowa,142006,56808,16.83802093,1.878089658
19,Jones County, Iowa,20481,55507,9.931155705,2.167862897
19,Keokuk County, Iowa,10234,45227,12.66367012,2.775063514
19,Kossuth County, Iowa,15226,54231,9.54945488,0.94575069
19,Lee County, Iowa,35172,44568,15.9644035,3.929261913
19,Linn County, Iowa,218076,60989,9.130761753,2.343678351
19,Louisa County, Iowa,11251,51615,12.37223358,2.204248511
19,Lucas County, Iowa,8700,48768,10.45977011,2.574712644
19,Lyon County, Iowa,11730,59888,5.754475703,0.988917306
19,Madison County, Iowa,15661,60326,6.730093864,2.5094183
19,Mahaska County, Iowa,22324,49599,13.48324673,3.301379681
19,Marion County, Iowa,33197,57412,9.362291773,2.08452571
19,Marshall County, Iowa,40735,54193,10.47502148,2.975328342
19,Mills County, Iowa,14841,66203,8.105922781,1.974260495
19,Mitchell County, Iowa,10757,52564,9.017384029,1.82206935
19,Monona County, Iowa,9013,41455,14.12404305,2.019305448
19,Monroe County, Iowa,7964,47515,12.95831241,2.875439478
19,Montgomery County, Iowa,10380,42641,14.73025048,4.210019268
19,Muscatine County, Iowa,42949,55971,11.18070269,2.328342918
19,O'Brien County, Iowa,14055,52474,9.09284952,1.430096051
19,Osceola County, Iowa,6154,48457,10.25349366,1.51121222
19,Page County, Iowa,15552,46128,14.10108025,2.070473251
19,Palo Alto County, Iowa,9155,49109,8.705625341,1.070453304
19,Plymouth County, Iowa,24972,60339,8.453467884,1.894121416
19,Pocahontas County, Iowa,7061,46250,12.53363546,2.435915593
19,Polk County, Iowa,459159,61684,12.19011279,2.909449668
19,Pottawattamie County, Iowa,93198,53260,11.44659757,2.575162557
19,Poweshiek County, Iowa,18622,50725,9.059177317,2.319836752
19,Ringgold County, Iowa,5054,46927,10.5461021,2.314998021
19,Sac County, Iowa,10034,49570,9.936216863,2.013155272
19,Scott County, Iowa,171116,56454,11.92933449,2.508240024
19,Shelby County, Iowa,11944,52757,9.829202947,1.774949766
19,Sioux County, Iowa,34621,63466,7.059299269,0.976286069
19,Story County, Iowa,94834,51201,20.07613303,2.970453635
19,Tama County, Iowa,17423,53833,12.59828962,2.881248924
19,Taylor County, Iowa,6209,46510,12.91673377,1.658882268
19,Union County, Iowa,12539,45934,12.64056145,2.185182231
19,Van Buren County, Iowa,7380,46769,14.36314363,1.734417344
19,Wapello County, Iowa,35242,42494,17.11877873,3.473128653
19,Warren County, Iowa,48170,67090,7.062487025,2.875233548
19,Washington County, Iowa,22115,56864,8.8039792,2.274474339
19,Wayne County, Iowa,6403,42088,14.43073559,1.358738092
19,Webster County, Iowa,37050,42196,14.47233468,3.209176788
19,Winnebago County, Iowa,10580,49278,9.669187146,3.459357278
19,Winneshiek County, Iowa,20789,57009,7.080667661,1.491173217
19,Woodbury County, Iowa,102426,49010,13.75041493,2.664362564
19,Worth County, Iowa,7562,49472,10.24861148,3.332451732
19,Wright County, Iowa,12891,46071,12.60569389,3.002094485
20,Allen County, Kansas,12951,40911,14.79422438,2.540344375
20,Anderson County, Kansas,7858,42146,14.90201069,1.794349707
20,Atchison County, Kansas,16557,46103,17.76287975,3.315818083
20,Barber County, Kansas,4831,49455,13.95156282,1.593872904
20,Barton County, Kansas,27214,44449,15.2017344,2.891893878
20,Bourbon County, Kansas,14751,41529,16.87343231,1.166022643
20,Brown County, Kansas,9810,44672,14.35270133,1.916411825
20,Butler County, Kansas,66264,60338,9.312749004,2.662078957
20,Chase County, Kansas,2694,41889,12.02672606,1.855976244
20,Chautauqua County, Kansas,3470,37927,14.52449568,2.88184438
20,Cherokee County, Kansas,20737,41240,15.98591889,3.038047934
20,Cheyenne County, Kansas,2679,46058,8.734602464,0.821201941
20,Clark County, Kansas,2131,42976,13.18629751,0.938526513
20,Clay County, Kansas,8346,53041,9.549484783,1.581595974
20,Cloud County, Kansas,9302,40947,12.40593421,3.031606106
20,Coffey County, Kansas,8433,57442,10.57749318,2.454642476
20,Comanche County, Kansas,1898,43542,8.219178082,2.476290832
20,Cowley County, Kansas,35977,44960,15.41540429,2.860160658
20,Crawford County, Kansas,39281,37607,20.81413406,2.932715562
20,Decatur County, Kansas,2886,41362,12.92446292,1.386001386
20,Dickinson County, Kansas,19384,48093,10.99360297,2.729054891
20,Doniphan County, Kansas,7793,49375,11.20236109,2.592069806
20,Douglas County, Kansas,116352,52698,17.76333883,3.027021452
20,Edwards County, Kansas,2975,48684,10.68907563,0.773109244
20,Elk County, Kansas,2635,37393,17.0398482,2.428842505
20,Ellis County, Kansas,29032,50140,13.80545605,1.94612841
20,Ellsworth County, Kansas,6375,49134,7.215686275,1.505882353
20,Finney County, Kansas,36983,50712,15.65584187,2.514668902
20,Ford County, Kansas,34492,49688,17.02133828,3.658819436
20,Franklin County, Kansas,25663,51465,13.08108951,3.12122511
20,Geary County, Kansas,36818,45243,12.17339345,3.481992504
20,Gove County, Kansas,2682,46681,8.985831469,0.932140194
20,Graham County, Kansas,2577,45982,10.16686069,0.814901048
20,Grant County, Kansas,7748,54919,11.22870418,2.465152297
20,Gray County, Kansas,6037,59629,8.199436806,1.573629286
20,Greeley County, Kansas,1235,47000,6.882591093,0.566801619
20,Greenwood County, Kansas,6304,39671,14.1180203,1.919416244
20,Hamilton County, Kansas,2567,48523,10.98558629,0.934943514
20,Harper County, Kansas,5798,46886,13.29768886,2.138668506
20,Harvey County, Kansas,34814,52463,12.00666399,1.832596082
20,Haskell County, Kansas,4087,55453,12.74773673,1.908490335
20,Hodgeman County, Kansas,1919,56250,5.627931214,0.729546639
20,Jackson County, Kansas,13365,54700,8.043396932,2.573887018
20,Jefferson County, Kansas,18880,56777,8.951271186,3.622881356
20,Jewell County, Kansas,3003,37750,15.11821512,1.032301032
20,Johnson County, Kansas,572428,78186,5.972628872,2.286401085
20,Kearny County, Kansas,3943,49396,12.24955618,1.090540198
20,Kingman County, Kansas,7697,56142,8.60075354,2.780304015
20,Kiowa County, Kansas,2520,44896,10.07936508,2.023809524
20,Labette County, Kansas,20833,41851,17.75548409,2.577641242
20,Lane County, Kansas,1687,58077,8.772969769,1.956135151
20,Leavenworth County, Kansas,78785,66046,9.187027988,2.278352478
20,Lincoln County, Kansas,3134,49583,10.37013401,3.350350989
20,Linn County, Kansas,9524,45790,14.83620328,2.960940781
20,Logan County, Kansas,2800,48205,9.428571429,1.857142857
20,Lyon County, Kansas,33401,40611,19.97245591,3.571749349
20,McPherson County, Kansas,29164,56783,6.28514607,1.296118502
20,Marion County, Kansas,12213,47926,10.17767952,2.292638991
20,Marshall County, Kansas,9963,47532,9.264277828,1.706313359
20,Meade County, Kansas,4310,52960,13.71229698,1.20649652
20,Miami County, Kansas,32787,63353,9.390917132,2.195992314
20,Mitchell County, Kansas,6299,49755,11.06524845,1.381171615
20,Montgomery County, Kansas,33765,42646,18.43625056,3.405893677
20,Morris County, Kansas,5694,48551,8.640674394,1.369863014
20,Morton County, Kansas,3033,44100,9.792284866,3.857566766
20,Nemaha County, Kansas,10177,50400,10.59251253,0.943303528
20,Neosho County, Kansas,16358,43867,19.03044382,1.699474263
20,Ness County, Kansas,3047,47298,11.09287824,1.673777486
20,Norton County, Kansas,5558,47651,7.538682979,0.82763584
20,Osage County, Kansas,16001,52171,11.41178676,3.812261734
20,Osborne County, Kansas,3746,41432,16.84463428,1.868659904
20,Ottawa County, Kansas,6004,52241,8.344437042,2.215189873
20,Pawnee County, Kansas,6840,46227,6.184210526,0.526315789
20,Phillips County, Kansas,5484,45940,9.172137126,1.568198395
20,Pottawatomie County, Kansas,22920,62500,8.922338569,2.120418848
20,Pratt County, Kansas,9729,48995,12.60150067,2.538801521
20,Rawlins County, Kansas,2557,49327,7.978099335,1.173249902
20,Reno County, Kansas,63803,46000,13.67804022,2.510853722
20,Republic County, Kansas,4768,41489,11.11577181,1.887583893
20,Rice County, Kansas,9949,46335,14.11197105,2.743994371
20,Riley County, Kansas,75026,46609,19.12270413,2.851011649
20,Rooks County, Kansas,5160,46750,13.04263566,2.093023256
20,Rush County, Kansas,3144,40395,7.315521628,2.639949109
20,Russell County, Kansas,6988,42656,12.7790498,3.420148827
20,Saline County, Kansas,55547,48497,14.37701406,2.387167624
20,Scott County, Kansas,4958,61886,5.042355789,2.662363856
20,Sedgwick County, Kansas,508221,51157,14.85101954,3.02663605
20,Seward County, Kansas,23185,47507,18.48177701,4.304507224
20,Shawnee County, Kansas,178567,52088,14.10674985,2.994954275
20,Sheridan County, Kansas,2522,50822,6.026962728,0.71371927
20,Sherman County, Kansas,6038,47036,16.72739318,1.854918847
20,Smith County, Kansas,3701,43913,13.64496082,1.78330181
20,Stafford County, Kansas,4284,46830,15.26610644,1.75070028
20,Stanton County, Kansas,2115,44567,7.234042553,0.567375887
20,Stevens County, Kansas,5738,54333,17.6716626,1.72533984
20,Sumner County, Kansas,23509,50950,12.2165979,2.879748182
20,Thomas County, Kansas,7909,52074,9.55873056,1.100012644
20,Trego County, Kansas,2927,54630,4.202254868,0.819952169
20,Wabaunsee County, Kansas,6960,57791,6.594827586,2.356321839
20,Wallace County, Kansas,1584,45804,9.974747475,3.345959596
20,Washington County, Kansas,5613,47045,10.22626047,1.514341707
20,Wichita County, Kansas,2168,57596,5.857933579,1.291512915
20,Wilson County, Kansas,8956,43594,16.2572577,2.82492184
20,Woodson County, Kansas,3186,35321,22.78719397,2.887633396
20,Wyandotte County, Kansas,161777,40757,22.50567139,4.605104558
21,Adair County, Kentucky,19156,33873,21.64334934,2.594487367
21,Allen County, Kentucky,20421,41166,16.74746584,3.173204055
21,Anderson County, Kentucky,21867,53513,11.2178168,3.791100745
21,Ballard County, Kentucky,8216,43923,15.79844206,2.349074976
21,Barren County, Kentucky,43287,39034,20.94393236,3.546099291
21,Bath County, Kentucky,12113,34986,24.19714356,3.929662346
21,Bell County, Kentucky,27676,22603,35.32302356,3.259141494
21,Boone County, Kentucky,125656,69165,7.843636595,2.846660725
21,Bourbon County, Kentucky,20004,44232,16.73165367,3.774245151
21,Boyd County, Kentucky,48716,44140,18.05361688,3.526562115
21,Boyle County, Kentucky,29650,40758,14.77571669,2.465430017
21,Bracken County, Kentucky,8404,35887,20.44264636,3.986197049
21,Breathitt County, Kentucky,13476,25484,32.73226477,4.185218166
21,Breckinridge County, Kentucky,20000,43390,16.75,4.43
21,Bullitt County, Kentucky,77727,58702,10.16892457,3.532877893
21,Butler County, Kentucky,12828,38427,24.00997817,2.315247895
21,Caldwell County, Kentucky,12758,43491,20.74776611,3.597742593
21,Calloway County, Kentucky,38302,36692,22.49229805,3.294867109
21,Campbell County, Kentucky,91456,56772,14.36537789,3.127186844
21,Carlisle County, Kentucky,4954,40913,16.1081954,3.613241825
21,Carroll County, Kentucky,10776,42882,25.03711952,5.02969562
21,Carter County, Kentucky,27292,37367,18.07489374,4.437197714
21,Casey County, Kentucky,15928,32315,25.82872928,3.773229533
21,Christian County, Kentucky,73936,40253,18.55523696,3.73972084
21,Clark County, Kentucky,35706,49069,14.84344368,3.324371254
21,Clay County, Kentucky,21160,22174,37.62287335,3.586956522
21,Clinton County, Kentucky,10172,29872,22.0703893,3.440817932
21,Crittenden County, Kentucky,9211,38739,20.72521985,2.551297362
21,Cumberland County, Kentucky,6780,33268,21.8879056,2.787610619
21,Daviess County, Kentucky,98724,46675,15.80061586,3.089421012
21,Edmonson County, Kentucky,12086,41689,21.56213801,4.15356611
21,Elliott County, Kentucky,7661,27969,28.84740895,1.957968934
21,Estill County, Kentucky,14406,29694,30.02915452,5.400527558
21,Fayette County, Kentucky,311529,50661,18.11837742,3.512674582
21,Fleming County, Kentucky,14543,36063,22.1824933,4.386990305
21,Floyd County, Kentucky,38144,30540,30.23280201,3.767302852
21,Franklin County, Kentucky,49982,50999,14.11308071,3.903405226
21,Fulton County, Kentucky,6323,26841,24.76672466,4.111972165
21,Gallatin County, Kentucky,8543,51180,13.23890905,2.692262671
21,Garrard County, Kentucky,17051,46373,19.11324849,4.1287901
21,Grant County, Kentucky,24705,44191,19.65998786,2.667476219
21,Graves County, Kentucky,37379,40268,18.0796704,3.782872736
21,Grayson County, Kentucky,26092,36129,23.80806377,3.004752415
21,Green County, Kentucky,11123,36681,19.33830801,3.37139261
21,Greenup County, Kentucky,36255,46771,17.28864984,3.969107709
21,Hancock County, Kentucky,8716,49375,16.99173933,2.914180817
21,Hardin County, Kentucky,107573,51541,13.80179041,3.585472191
21,Harlan County, Kentucky,28031,25350,31.59716029,3.264243159
21,Harrison County, Kentucky,18629,40164,18.65907993,3.086585431
21,Hart County, Kentucky,18510,35738,23.76012966,2.793084819
21,Henderson County, Kentucky,46362,41630,18.75674043,3.073637893
21,Henry County, Kentucky,15528,50412,17.13678516,3.123390005
21,Hickman County, Kentucky,4691,39756,16.0520145,2.813898955
21,Hopkins County, Kentucky,46359,43169,15.70353114,2.806359067
21,Jackson County, Kentucky,13357,30884,32.79928128,4.574380475
21,Jefferson County, Kentucky,759724,50099,15.68438012,3.785453665
21,Jessamine County, Kentucky,51015,52748,17.91433892,4.020386161
21,Johnson County, Kentucky,23280,35060,25.6185567,3.432130584
21,Kenton County, Kentucky,163393,56568,13.34512494,3.453636325
21,Knott County, Kentucky,15884,28165,30.1183581,5.18131453
21,Knox County, Kentucky,31740,26553,33.43730309,4.508506616
22,Assumption Parish, Louisiana,22973,47822,18.22139033,3.621642798
22,Avoyelles Parish, Louisiana,41252,34985,21.01958693,3.364685349
22,Beauregard Parish, Louisiana,36435,46599,18.70454234,2.97790586
22,Bienville Parish, Louisiana,13924,35722,24.46136168,4.158287848
22,Bossier Parish, Louisiana,124720,51894,15.12748557,2.698845414
22,Caddo Parish, Louisiana,253125,40815,21.99506173,3.211851852
22,Calcasieu Parish, Louisiana,197233,46457,16.8663459,3.570396435
22,Caldwell Parish, Louisiana,9997,29832,23.91717515,4.581374412
22,Cameron Parish, Louisiana,6739,65679,8.918237127,1.780679626
22,Catahoula Parish, Louisiana,10145,34736,18.48201084,2.8979793
22,Claiborne Parish, Louisiana,16452,28927,26.54388524,5.209093119
22,Concordia Parish, Louisiana,20288,28405,28.55875394,3.721411672
22,De Soto Parish, Louisiana,27047,42368,26.239509,4.288830554
22,East Baton Rouge Parish, Louisiana,445337,49942,19.12506708,3.653413033
22,East Carroll Parish, Louisiana,7419,22093,36.00215662,3.234937323
22,East Feliciana Parish, Louisiana,19756,48997,14.60315853,2.34359182
22,Evangeline Parish, Louisiana,33765,30724,26.08322227,4.199614986
22,Franklin Parish, Louisiana,20464,32440,29.40285379,3.879984363
22,Grant Parish, Louisiana,22372,40389,16.04684427,2.892007867
22,Iberia Parish, Louisiana,73799,44573,19.5625957,5.295464708
22,Iberville Parish, Louisiana,33159,46480,16.48119666,3.054977532
22,Jackson Parish, Louisiana,15999,38310,25.22032627,2.068879305
22,Jefferson Parish, Louisiana,435204,49457,15.94700416,3.28903227
22,Jefferson Davis Parish, Louisiana,31399,39202,19.17258511,3.79948406
22,Lafayette Parish, Louisiana,234963,52435,16.16254474,2.734898686
22,Lafourche Parish, Louisiana,97688,52071,14.9926296,3.497870772
22,LaSalle Parish, Louisiana,14927,35339,20.99551149,1.875795538
22,Lincoln Parish, Louisiana,47480,34527,29.30918281,5.115838248
22,Livingston Parish, Louisiana,135925,57334,14.32554718,3.005333824
22,Madison Parish, Louisiana,11803,25404,33.66093366,5.34609845
22,Morehouse Parish, Louisiana,26739,30279,27.82826583,3.205056285
22,Natchitoches Parish, Louisiana,39258,30697,29.04121453,4.809210861
22,Orleans Parish, Louisiana,382922,37488,25.39733941,4.933641838
22,Ouachita Parish, Louisiana,156398,38974,22.79568792,3.493650814
22,Plaquemines Parish, Louisiana,23584,50251,16.91824966,1.700305292
22,Pointe Coupee Parish, Louisiana,22366,44275,18.69802379,3.907717071
22,Rapides Parish, Louisiana,132373,42132,19.55232563,3.536975063
22,Red River Parish, Louisiana,8757,36831,22.30215827,3.311636405
22,Richland Parish, Louisiana,20692,35684,22.96056447,4.494490624
22,Sabine Parish, Louisiana,24144,39372,19.10205434,3.909874089
22,St. Bernard Parish, Louisiana,44091,43565,19.92243315,5.003288653
22,St. Charles Parish, Louisiana,52708,61691,12.37383319,4.128405555
22,St. Helena Parish, Louisiana,10714,36418,27.02072055,5.702818742
22,St. James Parish, Louisiana,21581,51386,16.19943469,3.910847505
22,St. John the Baptist Parish, Louisiana,43888,51406,17.88871673,3.905395552
22,St. Landry Parish, Louisiana,83699,31424,27.48778361,2.276012856
22,St. Martin Parish, Louisiana,53385,46450,17.05160626,3.384845931
22,St. Mary Parish, Louisiana,53053,40771,21.16185701,4.868716189
22,St. Tammany Parish, Louisiana,246269,63686,11.00179072,3.629364638
22,Tangipahoa Parish, Louisiana,127115,43690,21.60248594,4.650906659
22,Tensas Parish, Louisiana,4793,22385,33.69497183,6.175672856
22,Terrebonne Parish, Louisiana,113099,48166,19.85605531,2.404972635
22,Union Parish, Louisiana,22460,37049,24.21193232,2.640249332
22,Vermilion Parish, Louisiana,59524,47083,17.05194543,3.759827969
22,Vernon Parish, Louisiana,52101,46561,13.9843765,3.049845492
22,Washington Parish, Louisiana,46367,31013,25.35423901,5.160998124
22,Webster Parish, Louisiana,40335,31920,24.03123838,3.384157679
22,West Baton Rouge Parish, Louisiana,25017,53882,19.71859136,3.365711316
22,West Carroll Parish, Louisiana,11370,36670,22.43623571,4.230430959
29,Livingston County, Missouri,15057,44266,16.35784021,2.012353058
29,McDonald County, Missouri,22720,38846,20.40492958,2.601232394
29,Macon County, Missouri,15399,37099,18.47522566,3.870381194
29,Madison County, Missouri,12403,36359,15.94775458,2.668709183
29,Maries County, Missouri,8987,40542,18.63803271,4.083676421
29,Marion County, Missouri,28858,43828,16.40446323,2.91080463
29,Mercer County, Missouri,3702,41817,14.31658563,2.07995678
29,Miller County, Missouri,25011,40057,19.04362081,3.178601415
29,Mississippi County, Missouri,14112,29214,26.58730159,4.265873016
29,Moniteau County, Missouri,15840,48974,11.23106061,2.083333333
29,Monroe County, Missouri,8642,41201,15.42467022,2.696135154
29,Montgomery County, Missouri,11820,41096,16.91201354,3.401015228
29,Morgan County, Missouri,20182,32807,23.7736597,3.686453275
29,New Madrid County, Missouri,18229,31615,23.97279061,4.931702233
29,Newton County, Missouri,58741,44474,14.11960981,2.808940944
29,Nodaway County, Missouri,23026,39908,21.91435768,2.835924607
29,Oregon County, Missouri,10922,30442,25.71873283,2.160776415
29,Osage County, Missouri,13704,54119,6.735259778,1.546993579
29,Ozark County, Missouri,9450,31087,26.94179894,3.502645503
29,Pemiscot County, Missouri,17599,31671,28.61526223,4.596852094
29,Perry County, Missouri,19152,53014,7.764202172,2.187761069
29,Pettis County, Missouri,42193,40467,16.59042969,3.092930107
29,Phelps County, Missouri,44833,41603,19.22690875,2.805968818
29,Pike County, Missouri,18475,42779,13.24492558,2.381596752
29,Platte County, Missouri,94970,70879,7.043276824,2.555543856
29,Polk County, Missouri,31113,42483,16.80326552,4.236171375
29,Pulaski County, Missouri,53302,49216,11.95452328,3.508311133
29,Putnam County, Missouri,4877,38125,18.4539676,1.230264507
29,Ralls County, Missouri,10225,48919,12.400978,3.354523227
29,Randolph County, Missouri,25081,40638,16.04800447,3.11789801
29,Ray County, Missouri,22921,53459,15.78901444,3.778194669
29,Reynolds County, Missouri,6530,36736,19.06584992,3.614088821
29,Ripley County, Missouri,13936,34145,23.76578645,3.358208955
29,St. Charles County, Missouri,379856,75603,5.993060528,2.325881387
29,St. Clair County, Missouri,9444,33750,21.72808132,3.388394748
29,Ste. Genevieve County, Missouri,17937,49356,14.2777499,2.168701567
29,St. Francois County, Missouri,66230,41461,15.03095274,3.087724596
29,St. Louis County, Missouri,1000560,61103,10.05566883,3.549412329
29,Saline County, Missouri,23214,40645,16.14542948,2.352028948
29,Schuyler County, Missouri,4396,37583,21.633303,2.79799818
29,Scotland County, Missouri,4893,41336,15.96157776,2.309421623
29,Scott County, Missouri,38994,40276,19.14909986,3.046622557
29,Shannon County, Missouri,8256,32284,22.17781008,3.573158915
29,Shelby County, Missouri,6148,41351,15.09433962,2.91151594
29,Stoddard County, Missouri,29788,38096,16.27501007,3.625621055
29,Stone County, Missouri,31197,41944,13.26730134,3.529185499
29,Sullivan County, Missouri,6416,42639,16.1627182,1.792394015
29,Taney County, Missouri,53853,38040,17.20238427,3.568974802
29,Texas County, Missouri,25690,35730,24.52705333,2.693655119
29,Vernon County, Missouri,20836,40655,16.79305049,2.183720484
29,Warren County, Missouri,33290,51509,13.53559628,3.11805347
29,Washington County, Missouri,25002,36701,18.71050316,4.455643549
29,Wayne County, Missouri,13341,33954,22.509557,3.47800015
29,Webster County, Missouri,37075,44814,18.17127444,2.376264329
29,Worth County, Missouri,2061,44974,12.71227559,2.086365842
29,Wright County, Missouri,18378,30581,24.81227555,3.661987159
29,St. Louis city, Missouri,316030,36809,25.92032402,5.613391134
30,Beaverhead County, Montana,9317,38194,16.18546743,3.63851025
30,Big Horn County, Montana,13214,44136,27.35734827,7.280157409
30,Blaine County, Montana,6609,36875,28.08291723,6.506279316
30,Broadwater County, Montana,5692,50946,8.274771609,2.723120169
30,Carbon County, Montana,10340,52869,10.71566731,1.905222437
22,West Feliciana Parish, Louisiana,15384,53364,12.5,3.958658346
22,Winn Parish, Louisiana,14695,32063,22.58591358,2.796869684
