State,County,% Some College,% National 
Kentucky,Mason,58,
Kentucky,Meade,62,
Kentucky,Menifee,43,
Kentucky,Mercer,57,
Kentucky,Metcalfe,46,
Kentucky,Monroe,55,
Kentucky,Montgomery,56,
Kentucky,Morgan,45,
Kentucky,Muhlenberg,48,
Kentucky,Nelson,60,
Kentucky,Nicholas,48,
Kentucky,Ohio,48,
Kentucky,Oldham,74,
Kentucky,Owen,44,
Kentucky,Owsley,39,
Kentucky,Pendleton,45,
Kentucky,Perry,55,
Kentucky,Pike,48,
Kentucky,Powell,42,
Kentucky,Pulaski,53,
Kentucky,Robertson,51,
Kentucky,Rockcastle,46,
Kentucky,Rowan,65,
Kentucky,Russell,53,
Kentucky,Scott,64,
Kentucky,Shelby,59,
Kentucky,Simpson,51,
Kentucky,Spencer,64,
Kentucky,Taylor,55,
Kentucky,Todd,51,
Kentucky,Trigg,61,
Kentucky,Trimble,47,
Kentucky,Union,46,
Kentucky,Warren,66,
Kentucky,Washington,49,
Kentucky,Wayne,40,
Kentucky,Webster,44,
Kentucky,Whitley,55,
Kentucky,Wolfe,30,
Kentucky,Woodford,63,
Louisiana,Acadia,44,
Louisiana,Allen,44,
Louisiana,Ascension,66,
Louisiana,Assumption,42,
Louisiana,Avoyelles,39,
Louisiana,Beauregard,47,
Louisiana,Bienville,44,
Louisiana,Bossier,69,
Louisiana,Caddo,57,
Louisiana,Calcasieu,58,
Louisiana,Caldwell,38,
Louisiana,Cameron,64,
Louisiana,Catahoula,39,
Louisiana,Claiborne,37,
Louisiana,Concordia,38,
Louisiana,De Soto,46,
Louisiana,East Baton Rouge,68,
Louisiana,East Carroll,34,
Louisiana,East Feliciana,38,
Louisiana,Evangeline,39,
Louisiana,Franklin,37,
Louisiana,Grant,39,
Louisiana,Iberia,41,
Louisiana,Iberville,47,
Louisiana,Jackson,37,
Louisiana,Jefferson,58,
Louisiana,Jefferson Davis,45,
Louisiana,Lafayette,64,
Louisiana,Lafourche,44,
Louisiana,La Salle,38,
Louisiana,Lincoln,64,
Louisiana,Livingston,54,
Louisiana,Madison,34,
Louisiana,Morehouse,39,
Louisiana,Natchitoches,59,
Louisiana,Orleans,70,
Louisiana,Ouachita,54,
Louisiana,Plaquemines,57,
Louisiana,Pointe Coupee,46,
Louisiana,Rapides,51,
Louisiana,Red River,42,
Louisiana,Richland,40,
Louisiana,Sabine,45,
Louisiana,St. Bernard,52,
Louisiana,St. Charles,62,
Louisiana,St. Helena,36,
Louisiana,St. James,51,
Louisiana,St. John the Baptist,50,
Louisiana,St. Landry,40,
Louisiana,St. Martin,49,
Louisiana,St. Mary,34,
Louisiana,St. Tammany,69,
Louisiana,Tangipahoa,52,
Louisiana,Tensas,33,
Louisiana,Terrebonne,45,
Louisiana,Union,37,
Louisiana,Vermilion,41,
Louisiana,Vernon,61,
Louisiana,Washington,41,
Louisiana,Webster,48,
Louisiana,West Baton Rouge,55,
Louisiana,West Carroll,33,
Louisiana,West Feliciana,51,
Louisiana,Winn,35,
Maine,Androscoggin,65,
Maine,Aroostook,64,
Maine,Cumberland,76,
Maine,Franklin,65,
Maine,Hancock,63,
Maine,Kennebec,66,
Maine,Knox,58,
Maine,Lincoln,62,
Maine,Oxford,52,
Maine,Penobscot,67,
Maine,Piscataquis,53,
Maine,Sagadahoc,66,
Maine,Somerset,55,
Maine,Waldo,64,
Maine,Washington,53,
Maine,York,69,
Maryland,Allegany,53,
Maryland,Anne Arundel,74,
Maryland,Baltimore,70,
Maryland,Calvert,68,
Maryland,Caroline,44,
Maryland,Carroll,72,
Maryland,Cecil,57,
Maryland,Charles,67,
Maryland,Dorchester,54,
Maryland,Frederick,75,
Maryland,Garrett,53,
Maryland,Harford,73,
Maryland,Howard,85,
Maryland,Kent,62,
Maryland,Montgomery,77,
Maryland,Prince George's,61,
Maryland,Queen Anne's,67,
Maryland,St. Mary's,69,
Maryland,Somerset,41,
Maryland,Talbot,60,
Maryland,Washington,57,
Maryland,Wicomico,60,
Maryland,Worcester,66,
Maryland,Baltimore City,63,
Massachusetts,Barnstable,66,
Massachusetts,Berkshire,64,
Massachusetts,Bristol,63,
Massachusetts,Dukes,74,
Massachusetts,Essex,68,
Massachusetts,Franklin,68,
Massachusetts,Hampden,60,
Massachusetts,Hampshire,77,
Massachusetts,Middlesex,80,
Massachusetts,Nantucket,70,
Massachusetts,Norfolk,82,
Massachusetts,Plymouth,69,
Massachusetts,Suffolk,73,
Massachusetts,Worcester,68,
Michigan,Alcona,53,
Michigan,Alger,43,
Michigan,Allegan,57,
Michigan,Alpena,66,
Michigan,Antrim,57,
Michigan,Arenac,49,
Michigan,Baraga,33,
Michigan,Barry,57,
Michigan,Bay,66,
Michigan,Benzie,65,
Michigan,Berrien,64,
Michigan,Branch,52,
Michigan,Calhoun,59,
Michigan,Cass,59,
Michigan,Charlevoix,66,
Michigan,Cheboygan,56,
Michigan,Chippewa,57,
Michigan,Clare,54,
Michigan,Clinton,78,
Michigan,Crawford,60,
Michigan,Delta,70,
Michigan,Dickinson,67,
Michigan,Eaton,72,
Michigan,Emmet,74,
Michigan,Genesee,66,
Michigan,Gladwin,51,
Michigan,Gogebic,55,
Michigan,Grand Traverse,73,
Michigan,Gratiot,54,
Michigan,Hillsdale,57,
Michigan,Houghton,70,
Michigan,Huron,60,
Michigan,Ingham,78,
Michigan,Ionia,57,
Michigan,Iosco,53,
Michigan,Iron,54,
Michigan,Isabella,70,
Michigan,Jackson,62,
Michigan,Kalamazoo,78,
Michigan,Kalkaska,52,
Michigan,Kent,71,
Michigan,Keweenaw,65,
Michigan,Lake,44,
Michigan,Lapeer,61,
Michigan,Leelanau,70,
Michigan,Lenawee,61,
Michigan,Livingston,77,
Michigan,Luce,53,
Michigan,Mackinac,55,
Michigan,Macomb,68,
Michigan,Manistee,57,
Michigan,Marquette,71,
Michigan,Mason,66,
Michigan,Mecosta,59,
Michigan,Menominee,60,
Michigan,Midland,72,
Michigan,Missaukee,52,
Michigan,Monroe,63,
Michigan,Montcalm,54,
Michigan,Montmorency,47,
Michigan,Muskegon,58,
Michigan,Newaygo,52,
Michigan,Oakland,81,
Michigan,Oceana,51,
Michigan,Ogemaw,57,
Michigan,Ontonagon,61,
Michigan,Osceola,48,
Michigan,Oscoda,50,
Michigan,Otsego,67,
Michigan,Ottawa,71,
Michigan,Presque Isle,59,
Michigan,Roscommon,59,
Michigan,Saginaw,65,
Michigan,St. Clair,64,
Michigan,St. Joseph,50,
Michigan,Sanilac,54,
Michigan,Schoolcraft,49,
Michigan,Shiawassee,65,
Michigan,Tuscola,55,
Michigan,Van Buren,58,
Michigan,Washtenaw,85,
Michigan,Wayne,61,
Michigan,Wexford,58,
Minnesota,Aitkin,62,
Minnesota,Anoka,73,
Minnesota,Becker,67,
Minnesota,Beltrami,66,
Minnesota,Benton,69,
Minnesota,Big Stone,63,
Minnesota,Blue Earth,74,
Minnesota,Brown,72,
Minnesota,Carlton,69,
Minnesota,Carver,85,
Minnesota,Cass,63,
Minnesota,Chippewa,65,
Minnesota,Chisago,65,
Minnesota,Clay,78,
Minnesota,Clearwater,57,
Minnesota,Cook,79,
Minnesota,Cottonwood,61,
Minnesota,Crow Wing,72,
Minnesota,Dakota,78,
Minnesota,Dodge,69,
Minnesota,Douglas,78,
Minnesota,Faribault,63,
Minnesota,Fillmore,66,
Minnesota,Freeborn,62,
Minnesota,Goodhue,70,
Minnesota,Grant,70,
Minnesota,Hennepin,80,
Minnesota,Houston,72,
Minnesota,Hubbard,64,
Minnesota,Isanti,64,
Minnesota,Itasca,70,
Minnesota,Jackson,69,
Minnesota,Kanabec,56,
Minnesota,Kandiyohi,66,
Minnesota,Kittson,69,
Minnesota,Koochiching,62,
Minnesota,Lac qui Parle,68,
Minnesota,Lake,78,
Minnesota,Lake of the Woods,61,
Minnesota,Le Sueur,65,
Minnesota,Lincoln,70,
Minnesota,Lyon,70,
Minnesota,McLeod,67,
Minnesota,Mahnomen,56,
Minnesota,Marshall,66,
Minnesota,Martin,67,
Minnesota,Meeker,66,
Minnesota,Mille Lacs,59,
Minnesota,Morrison,63,
Minnesota,Mower,62,
Minnesota,Murray,69,
Minnesota,Nicollet,73,
Minnesota,Nobles,45,
Minnesota,Norman,63,
Minnesota,Olmsted,80,
Minnesota,Otter Tail,71,
Minnesota,Pennington,64,
Minnesota,Pine,57,
Minnesota,Pipestone,59,
Minnesota,Polk,71,
Minnesota,Pope,69,
Minnesota,Ramsey,73,
Minnesota,Red Lake,64,
Minnesota,Redwood,65,
Minnesota,Renville,65,
Minnesota,Rice,59,
Minnesota,Rock,70,
Minnesota,Roseau,64,
Minnesota,St. Louis,75,
Minnesota,Scott,78,
Minnesota,Sherburne,74,
Minnesota,Sibley,62,
Minnesota,Stearns,74,
Minnesota,Steele,65,
Minnesota,Stevens,84,
Minnesota,Swift,66,
Minnesota,Todd,59,
Minnesota,Traverse,77,
Minnesota,Wabasha,64,
Minnesota,Wadena,66,
Minnesota,Waseca,65,
Minnesota,Washington,81,
Minnesota,Watonwan,51,
Minnesota,Wilkin,78,
Minnesota,Winona,77,
Minnesota,Wright,75,
Minnesota,Yellow Medicine,60,
Mississippi,Adams,44,
Mississippi,Alcorn,58,
Mississippi,Amite,43,
Mississippi,Attala,54,
Mississippi,Benton,36,
Mississippi,Bolivar,58,
Mississippi,Calhoun,44,
Mississippi,Carroll,59,
Mississippi,Chickasaw,45,
Mississippi,Choctaw,59,
Mississippi,Claiborne,54,
Mississippi,Clarke,53,
Mississippi,Clay,56,
Mississippi,Coahoma,57,
Mississippi,Copiah,51,
Mississippi,Covington,60,
Mississippi,DeSoto,67,
Mississippi,Forrest,67,
Mississippi,Franklin,48,
Mississippi,George,44,
Mississippi,Greene,40,
Mississippi,Grenada,51,
Mississippi,Hancock,61,
Mississippi,Harrison,61,
Mississippi,Hinds,66,
Mississippi,Holmes,38,
Mississippi,Humphreys,42,
Mississippi,Issaquena,26,
Mississippi,Itawamba,54,
Mississippi,Jackson,62,
Mississippi,Jasper,57,
Mississippi,Jefferson,39,
Mississippi,Jefferson Davis,48,
Mississippi,Jones,55,
Mississippi,Kemper,43,
Mississippi,Lafayette,76,
Mississippi,Lamar,72,
Mississippi,Lauderdale,64,
Mississippi,Lawrence,56,
Mississippi,Leake,47,
Mississippi,Lee,64,
Mississippi,Leflore,51,
Mississippi,Lincoln,58,
Mississippi,Lowndes,62,
Mississippi,Madison,78,
Mississippi,Marion,50,
Mississippi,Marshall,37,
Mississippi,Monroe,54,
Mississippi,Montgomery,52,
Mississippi,Neshoba,52,
Mississippi,Newton,66,
Mississippi,Noxubee,46,
Mississippi,Oktibbeha,76,
Mississippi,Panola,46,
Mississippi,Pearl River,56,
Mississippi,Perry,55,
Mississippi,Pike,51,
Mississippi,Pontotoc,56,
Mississippi,Prentiss,53,
Mississippi,Quitman,40,
Mississippi,Rankin,68,
Mississippi,Scott,40,
Mississippi,Sharkey,57,
Mississippi,Simpson,52,
Mississippi,Smith,52,
Mississippi,Stone,48,
Mississippi,Sunflower,45,
Mississippi,Tallahatchie,33,
Mississippi,Tate,54,
Mississippi,Tippah,55,
Mississippi,Tishomingo,45,
Mississippi,Tunica,59,
Mississippi,Union,50,
Mississippi,Walthall,41,
Mississippi,Warren,58,
Mississippi,Washington,53,
Mississippi,Wayne,43,
Mississippi,Webster,56,
Mississippi,Wilkinson,33,
Mississippi,Winston,54,
Mississippi,Yalobusha,53,
Mississippi,Yazoo,41,
Missouri,Adair,62,
Missouri,Andrew,65,
Missouri,Atchison,61,
Missouri,Audrain,45,
Missouri,Barry,45,
Missouri,Barton,52,
Missouri,Bates,51,
Missouri,Benton,43,
Missouri,Bollinger,45,
Missouri,Boone,79,
Missouri,Buchanan,56,
Missouri,Butler,59,
Missouri,Caldwell,55,
Missouri,Callaway,52,
Missouri,Camden,53,
Missouri,Cape Girardeau,68,
Missouri,Carroll,47,
Missouri,Carter,66,
Missouri,Cass,66,
Missouri,Cedar,54,
Missouri,Chariton,49,
Missouri,Christian,69,
Missouri,Clark,54,
Missouri,Clay,71,
Missouri,Clinton,60,
Missouri,Cole,64,
Missouri,Cooper,54,
Missouri,Crawford,37,
Missouri,Dade,47,
Missouri,Dallas,39,
Missouri,Daviess,43,
Missouri,DeKalb,37,
Missouri,Dent,42,
Missouri,Douglas,49,
Missouri,Dunklin,50,
Missouri,Franklin,64,
Missouri,Gasconade,57,
Missouri,Gentry,62,
Missouri,Greene,71,
Missouri,Grundy,52,
Missouri,Harrison,40,
Missouri,Henry,54,
Missouri,Hickory,48,
Missouri,Holt,56,
Missouri,Howard,52,
Missouri,Howell,54,
Missouri,Iron,44,
Missouri,Jackson,67,
Missouri,Jasper,58,
Missouri,Jefferson,67,
Missouri,Johnson,71,
Missouri,Knox,47,
Missouri,Laclede,47,
Missouri,Lafayette,55,
Missouri,Lawrence,50,
Missouri,Lewis,51,
Missouri,Lincoln,55,
Missouri,Linn,50,
Missouri,Livingston,49,
Missouri,McDonald,40,
Missouri,Macon,53,
Missouri,Madison,57,
Missouri,Maries,47,
Missouri,Marion,59,
Missouri,Mercer,54,
Missouri,Miller,53,
Missouri,Mississippi,35,
Missouri,Moniteau,46,
Missouri,Monroe,52,
Missouri,Montgomery,53,
Missouri,Morgan,37,
Missouri,New Madrid,44,
Missouri,Newton,57,
Missouri,Nodaway,60,
Missouri,Oregon,47,
Missouri,Osage,60,
Missouri,Ozark,53,
Missouri,Pemiscot,46,
Missouri,Perry,57,
Missouri,Pettis,55,
Missouri,Phelps,64,
Missouri,Pike,45,
Missouri,Platte,79,
Missouri,Polk,54,
Missouri,Pulaski,71,
Missouri,Putnam,56,
Missouri,Ralls,47,
Missouri,Randolph,55,
Missouri,Ray,48,
Missouri,Reynolds,48,
Missouri,Ripley,46,
Missouri,St. Charles,78,
Missouri,St. Clair,48,
Missouri,Ste. Genevieve,62,
Missouri,St. Francois,51,
Missouri,St. Louis,78,
Missouri,Saline,53,
Missouri,Schuyler,63,
Missouri,Scotland,45,
Missouri,Scott,52,
Missouri,Shannon,43,
Missouri,Shelby,59,
Missouri,Stoddard,56,
Missouri,Stone,51,
Missouri,Sullivan,38,
Missouri,Taney,57,
Missouri,Texas,51,
Missouri,Vernon,54,
Missouri,Warren,58,
Missouri,Washington,45,
Missouri,Wayne,49,
Missouri,Webster,55,
Missouri,Worth,63,
Missouri,Wright,37,
Missouri,St. Louis City,72,
Montana,Beaverhead,66,
Montana,Big Horn,50,
Montana,Blaine,56,
Montana,Broadwater,48,
Montana,Carbon,67,
Montana,Carter,54,
Montana,Cascade,68,
Montana,Chouteau,72,
Montana,Custer,73,
Montana,Daniels,57,
Montana,Dawson,53,
Montana,Deer Lodge,58,
Montana,Fallon,70,
Montana,Fergus,63,
Montana,Flathead,66,
Montana,Gallatin,82,
Montana,Garfield,62,
Montana,Glacier,46,
Montana,Golden Valley,47,
Montana,Granite,62,
Montana,Hill,62,
Montana,Jefferson,72,
Montana,Judith Basin,77,
Montana,Lake,63,
Montana,Lewis and Clark,74,
Montana,Liberty,47,
Montana,Lincoln,54,
Montana,McCone,72,
Montana,Madison,67,
Montana,Meagher,59,
Montana,Mineral,63,
Montana,Missoula,77,
Montana,Musselshell,49,
Montana,Park,71,
Montana,Petroleum,69,
Montana,Phillips,60,
Montana,Pondera,57,
Montana,Powder River,67,
Montana,Powell,41,
Montana,Prairie,70,
Montana,Ravalli,62,
Montana,Richland,59,
Montana,Roosevelt,47,
Montana,Rosebud,57,
Montana,Sanders,47,
Montana,Sheridan,67,
Montana,Silver Bow,64,
Montana,Stillwater,65,
Montana,Sweet Grass,60,
Montana,Teton,66,
Montana,Toole,45,
Montana,Treasure,75,
Montana,Valley,67,
Montana,Wheatland,40,
Montana,Wibaux,70,
Montana,Yellowstone,66,
Nebraska,Adams,69,
Nebraska,Antelope,74,
Nebraska,Arthur,80,
Nebraska,Banner,62,
Nebraska,Blaine,85,
Nebraska,Boone,75,
Nebraska,Box Butte,63,
Nebraska,Boyd,72,
Nebraska,Brown,70,
Nebraska,Buffalo,73,
Nebraska,Burt,69,
Nebraska,Butler,68,
Nebraska,Cass,77,
Nebraska,Cedar,77,
Nebraska,Chase,72,
Nebraska,Cherry,67,
Nebraska,Cheyenne,82,
Nebraska,Clay,61,
Nebraska,Colfax,33,
Nebraska,Cuming,68,
Nebraska,Custer,71,
Nebraska,Dakota,41,
Nebraska,Dawes,76,
Nebraska,Dawson,48,
Nebraska,Deuel,67,
Nebraska,Dixon,63,
Nebraska,Dodge,60,
Nebraska,Douglas,72,
Nebraska,Dundy,67,
Nebraska,Fillmore,66,
Nebraska,Franklin,72,
Nebraska,Frontier,81,
Nebraska,Furnas,69,
Nebraska,Gage,72,
Nebraska,Garden,78,
Nebraska,Garfield,76,
Nebraska,Gosper,64,
Nebraska,Grant,82,
Nebraska,Greeley,69,
Nebraska,Hall,55,
Nebraska,Hamilton,71,
Nebraska,Harlan,68,
Nebraska,Hayes,69,
Nebraska,Hitchcock,64,
Nebraska,Holt,72,
Nebraska,Hooker,79,
Nebraska,Howard,67,
Nebraska,Jefferson,54,
Nebraska,Johnson,48,
Nebraska,Kearney,63,
Nebraska,Keith,74,
Nebraska,Keya Paha,73,
Nebraska,Kimball,57,
Nebraska,Knox,72,
Nebraska,Lancaster,76,
Nebraska,Lincoln,71,
Nebraska,Logan,76,
Nebraska,Loup,68,
Nebraska,McPherson,94,
Nebraska,Madison,65,
Nebraska,Merrick,72,
Nebraska,Morrill,59,
Nebraska,Nance,73,
Nebraska,Nemaha,72,
Nebraska,Nuckolls,71,
Nebraska,Otoe,63,
Nebraska,Pawnee,53,
Nebraska,Perkins,71,
Nebraska,Phelps,74,
Nebraska,Pierce,77,
Nebraska,Platte,65,
Nebraska,Polk,72,
Nebraska,Red Willow,66,
Nebraska,Richardson,73,
Nebraska,Rock,76,
Nebraska,Saline,50,
Nebraska,Sarpy,81,
Nebraska,Saunders,76,
Nebraska,Scotts Bluff,65,
Nebraska,Seward,78,
Nebraska,Sheridan,68,
Nebraska,Sherman,71,
Nebraska,Sioux,78,
Nebraska,Stanton,71,
Nebraska,Thayer,65,
Nebraska,Thomas,77,
Nebraska,Thurston,57,
Nebraska,Valley,62,
Nebraska,Washington,78,
Nebraska,Wayne,74,
Nebraska,Webster,71,
Nebraska,Wheeler,53,
Nebraska,York,79,
Nevada,Churchill,54,
Nevada,Clark,57,
Nevada,Douglas,63,
Nevada,Elko,56,
Nevada,Esmeralda,44,
Nevada,Eureka,44,
Nevada,Humboldt,53,
Nevada,Lander,41,
Nevada,Lincoln,57,
Nevada,Lyon,55,
Nevada,Mineral,42,
Nevada,Nye,48,
Nevada,Pershing,43,
Nevada,Storey,65,
Nevada,Washoe,62,
Nevada,White Pine,38,
Nevada,Carson City,56,
New Hampshire,Belknap,66,
New Hampshire,Carroll,62,
New Hampshire,Cheshire,67,
New Hampshire,Coos,57,
New Hampshire,Grafton,71,
New Hampshire,Hillsborough,69,
New Hampshire,Merrimack,69,
New Hampshire,Rockingham,76,
New Hampshire,Strafford,73,
New Hampshire,Sullivan,57,
New Jersey,Atlantic,58,
New Jersey,Bergen,77,
New Jersey,Burlington,73,
New Jersey,Camden,66,
New Jersey,Cape May,63,
New Jersey,Cumberland,40,
New Jersey,Essex,61,
New Jersey,Gloucester,69,
New Jersey,Hudson,70,
New Jersey,Hunterdon,79,
New Jersey,Mercer,65,
New Jersey,Middlesex,74,
New Jersey,Monmouth,74,
New Jersey,Morris,80,
New Jersey,Ocean,66,
New Jersey,Passaic,53,
New Jersey,Salem,57,
New Jersey,Somerset,78,
New Jersey,Sussex,71,
New Jersey,Union,63,
New Jersey,Warren,70,
New Mexico,Bernalillo,67,
New Mexico,Catron,69,
New Mexico,Chaves,54,
New Mexico,Cibola,46,
New Mexico,Colfax,58,
New Mexico,Curry,63,
New Mexico,De Baca,45,
New Mexico,Dona Ana,61,
New Mexico,Eddy,52,
New Mexico,Grant,62,
New Mexico,Guadalupe,48,
New Mexico,Harding,84,
New Mexico,Hidalgo,49,
New Mexico,Lea,43,
New Mexico,Lincoln,54,
New Mexico,Los Alamos,87,
New Mexico,Luna,36,
New Mexico,McKinley,48,
New Mexico,Mora,61,
New Mexico,Otero,59,
New Mexico,Quay,51,
New Mexico,Rio Arriba,51,
New Mexico,Roosevelt,54,
New Mexico,Sandoval,66,
New Mexico,San Juan,55,
New Mexico,San Miguel,57,
New Mexico,Santa Fe,59,
New Mexico,Sierra,47,
New Mexico,Socorro,45,
New Mexico,Taos,58,
New Mexico,Torrance,43,
New Mexico,Union,41,
New Mexico,Valencia,48,
New York,Albany,77,
New York,Allegany,60,
New York,Bronx,51,
New York,Broome,67,
New York,Cattaraugus,55,
New York,Cayuga,60,
New York,Chautauqua,58,
New York,Chemung,61,
New York,Chenango,57,
New York,Clinton,54,
New York,Columbia,63,
New York,Cortland,60,
New York,Delaware,53,
New York,Dutchess,69,
New York,Erie,73,
New York,Essex,59,
New York,Franklin,50,
New York,Fulton,56,
New York,Genesee,64,
New York,Greene,51,
New York,Hamilton,53,
New York,Herkimer,61,
New York,Jefferson,64,
New York,Kings,66,
New York,Lewis,55,
New York,Livingston,59,
New York,Madison,64,
New York,Monroe,72,
New York,Montgomery,59,
New York,Nassau,75,
New York,New York,84,
New York,Niagara,67,
New York,Oneida,60,
New York,Onondaga,72,
New York,Ontario,73,
New York,Orange,63,
New York,Orleans,54,
New York,Oswego,58,
New York,Otsego,64,
New York,Putnam,69,
New York,Queens,64,
New York,Rensselaer,72,
New York,Richmond,68,
New York,Rockland,64,
New York,St. Lawrence,59,
New York,Saratoga,78,
New York,Schenectady,67,
New York,Schoharie,59,
New York,Schuyler,54,
New York,Seneca,54,
New York,Steuben,62,
New York,Suffolk,66,
New York,Sullivan,54,
New York,Tioga,61,
New York,Tompkins,81,
New York,Ulster,64,
New York,Warren,65,
New York,Washington,55,
New York,Wayne,64,
New York,Westchester,72,
New York,Wyoming,53,
New York,Yates,51,
North Carolina,Alamance,61,
North Carolina,Alexander,43,
North Carolina,Alleghany,50,
North Carolina,Anson,47,
North Carolina,Ashe,59,
North Carolina,Avery,53,
North Carolina,Beaufort,54,
North Carolina,Bertie,43,
North Carolina,Bladen,53,
North Carolina,Brunswick,62,
North Carolina,Buncombe,71,
North Carolina,Burke,51,
North Carolina,Cabarrus,71,
North Carolina,Caldwell,53,
North Carolina,Camden,69,
North Carolina,Carteret,70,
North Carolina,Caswell,53,
North Carolina,Catawba,59,
North Carolina,Chatham,65,
North Carolina,Cherokee,61,
North Carolina,Chowan,47,
North Carolina,Clay,62,
North Carolina,Cleveland,54,
North Carolina,Columbus,54,
North Carolina,Craven,66,
North Carolina,Cumberland,72,
North Carolina,Currituck,67,
North Carolina,Dare,66,
North Carolina,Davidson,58,
North Carolina,Davie,61,
North Carolina,Duplin,43,
North Carolina,Durham,74,
North Carolina,Edgecombe,48,
North Carolina,Forsyth,67,
North Carolina,Franklin,59,
North Carolina,Gaston,61,
North Carolina,Gates,57,
North Carolina,Graham,56,
North Carolina,Granville,59,
North Carolina,Greene,47,
North Carolina,Guilford,70,
North Carolina,Halifax,47,
North Carolina,Harnett,64,
North Carolina,Haywood,63,
North Carolina,Henderson,66,
North Carolina,Hertford,52,
North Carolina,Hoke,63,
North Carolina,Hyde,53,
North Carolina,Iredell,66,
North Carolina,Jackson,67,
North Carolina,Johnston,62,
North Carolina,Jones,57,
North Carolina,Lee,60,
North Carolina,Lenoir,51,
North Carolina,Lincoln,58,
North Carolina,McDowell,57,
North Carolina,Macon,55,
North Carolina,Madison,53,
North Carolina,Martin,63,
North Carolina,Mecklenburg,75,
North Carolina,Mitchell,57,
North Carolina,Montgomery,46,
North Carolina,Moore,71,
North Carolina,Nash,57,
North Carolina,New Hanover,75,
North Carolina,Northampton,49,
North Carolina,Onslow,71,
North Carolina,Orange,81,
North Carolina,Pamlico,60,
North Carolina,Pasquotank,62,
North Carolina,Pender,61,
North Carolina,Perquimans,57,
North Carolina,Person,58,
North Carolina,Pitt,73,
North Carolina,Polk,63,
North Carolina,Randolph,52,
North Carolina,Richmond,47,
North Carolina,Robeson,46,
North Carolina,Rockingham,51,
North Carolina,Rowan,55,
North Carolina,Rutherford,51,
North Carolina,Sampson,48,
North Carolina,Scotland,50,
North Carolina,Stanly,56,
North Carolina,Stokes,54,
North Carolina,Surry,55,
North Carolina,Swain,59,
North Carolina,Transylvania,59,
North Carolina,Tyrrell,29,
North Carolina,Union,67,
North Carolina,Vance,46,
North Carolina,Wake,79,
North Carolina,Warren,51,
North Carolina,Washington,48,
North Carolina,Watauga,77,
North Carolina,Wayne,58,
North Carolina,Wilkes,54,
North Carolina,Wilson,53,
North Carolina,Yadkin,55,
North Carolina,Yancey,55,
North Dakota,Adams,72,
North Dakota,Barnes,67,
North Dakota,Benson,54,
North Dakota,Billings,68,
North Dakota,Bottineau,75,
North Dakota,Bowman,76,
North Dakota,Burke,75,
North Dakota,Burleigh,77,
North Dakota,Cass,80,
North Dakota,Cavalier,79,
North Dakota,Dickey,67,
North Dakota,Divide,61,
North Dakota,Dunn,68,
North Dakota,Eddy,61,
North Dakota,Emmons,74,
North Dakota,Foster,73,
North Dakota,Golden Valley,78,
North Dakota,Grand Forks,78,
North Dakota,Grant,74,
North Dakota,Griggs,76,
North Dakota,Hettinger,57,
North Dakota,Kidder,64,
North Dakota,LaMoure,71,
North Dakota,Logan,71,
North Dakota,McHenry,75,
North Dakota,McIntosh,58,
North Dakota,McKenzie,63,
North Dakota,McLean,69,
North Dakota,Mercer,75,
North Dakota,Morton,72,
North Dakota,Mountrail,65,
North Dakota,Nelson,80,
North Dakota,Oliver,76,
North Dakota,Pembina,62,
North Dakota,Pierce,69,
North Dakota,Ramsey,73,
North Dakota,Ransom,59,
North Dakota,Renville,60,
North Dakota,Richland,68,
North Dakota,Rolette,70,
North Dakota,Sargent,72,
North Dakota,Sheridan,64,
North Dakota,Sioux,48,
North Dakota,Slope,87,
North Dakota,Stark,65,
North Dakota,Steele,79,
North Dakota,Stutsman,66,
North Dakota,Towner,64,
North Dakota,Traill,78,
North Dakota,Walsh,57,
North Dakota,Ward,70,
North Dakota,Wells,73,
North Dakota,Williams,65,
Ohio,Adams,38,
Ohio,Allen,62,
Ohio,Ashland,53,
Ohio,Ashtabula,46,
Ohio,Athens,67,
Ohio,Auglaize,65,
Ohio,Belmont,59,
Ohio,Brown,49,
Ohio,Butler,64,
Ohio,Carroll,43,
Ohio,Champaign,49,
Ohio,Clark,57,
Ohio,Clermont,65,
Ohio,Clinton,57,
Ohio,Columbiana,51,
Ohio,Coshocton,43,
Ohio,Crawford,54,
Ohio,Cuyahoga,69,
Ohio,Darke,53,
Ohio,Defiance,56,
Ohio,Delaware,84,
Ohio,Erie,65,
Ohio,Fairfield,66,
Ohio,Fayette,50,
Ohio,Franklin,72,
Ohio,Fulton,66,
Ohio,Gallia,53,
Ohio,Geauga,67,
Ohio,Greene,76,
Ohio,Guernsey,51,
Ohio,Hamilton,71,
Ohio,Hancock,67,
Ohio,Hardin,50,
Ohio,Harrison,49,
Ohio,Henry,66,
Ohio,Highland,45,
Ohio,Hocking,57,
Ohio,Holmes,19,
Ohio,Huron,50,
Ohio,Jackson,54,
Ohio,Jefferson,61,
Ohio,Knox,58,
Ohio,Lake,68,
Ohio,Lawrence,54,
Ohio,Licking,65,
Ohio,Logan,48,
Ohio,Lorain,65,
Ohio,Lucas,65,
Ohio,Madison,49,
Ohio,Mahoning,62,
Ohio,Marion,50,
Ohio,Medina,72,
Ohio,Meigs,50,
Ohio,Mercer,61,
Ohio,Miami,62,
Ohio,Monroe,55,
Ohio,Montgomery,69,
Ohio,Morgan,48,
Ohio,Morrow,53,
Ohio,Muskingum,56,
