ANLY_CN,DADA_CN,ESUN_CN,H,I,SUBUNIT_TYPE,ESTN_SCOPE,SAMP_METH,A_M,P_BAR_M,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE
376862523489998,376861398489998,376862186489998,376849165489998,218220912020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,3501924010945,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,252279808010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,252279275010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,252279316010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,87095375020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,87095734020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,282497601489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,259266757010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849165489998,218220940020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,87095728020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,282497341489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,259266427010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,87095453020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,259266575010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,252279661010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,87095305020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,87095307020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,252279736010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,252279618010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,218220249020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,218220324020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,87095126020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,252279534010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,252279592010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,87095644020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,218220475020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,218220478020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,259266549010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,259266393010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,218220382020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849152489998,282497136489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,259266509010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,87095194020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,252279660010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,87095390020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,259266577010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,218220235020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,282497106489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,282497430489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862184489998,376849155489998,282497215489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095564020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095411020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220549020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220546020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220570020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497327489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497339489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220598020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220736020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266662010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,259266402010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,218220899020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,282496881489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,282496887489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,282496888489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,282496898489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,87095682020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,259266314010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,87095000020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,252279217010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,218220242020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,218220244020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,87095160020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:07 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095421020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266559010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095614020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,252279885010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095384020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266833010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266803010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095570020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095577020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,252279556010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266848010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,259266603010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095428020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497539489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095067020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095444020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497576489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095602020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095554020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,218220808020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497479489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497481489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497486489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,87095528020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849156489998,282497387489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,218220447020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,3501904010945,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,87095702020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,282496985489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,87095725020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,3501930010945,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,282497621489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,282497624489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,218220938020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862186489998,376849166489998,218220939020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,218220343020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,259266357010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,218220698020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862187489998,376849160489998,282497050489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849157489998,259266495010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849157489998,218220636020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,282497218489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,282497258489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,259266826010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,259266712010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,87095433020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,218220753020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,218220770020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,259266604010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,87095541020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,282497370489998,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,252279795010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,87095413020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,252279896010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,87095346020004,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
376862523489998,376861398489998,376862185489998,376849158489998,252279710010854,SUBPLOT,SAMP AREA,post-stratification,0.166166884156816,1,LOGIN_DATIM,2/1/2017 2:05:06 PM,195144
